id,Event,Distance,Sex,Ranking,Time 1,Miliseconds,Relay,When,Swimmer,id2,Swimmer nationality,nCountry,Continent nationality,nContinent,Date,Meet,Meet location
swim1997,4 x 100 m freestyle relay,400,Female,7,04:33.30,273003,,,Annie Timmermans ,Annie_Timmermans_,Netherlands,95,Europe,585,"Saturday, April 14, 1934",,"Rotterdam, Netherlands"
swim1998,4 x 100 m freestyle relay,400,Female,7,04:33.30,273003,,,Rie Mastenbroek,Rie_Mastenbroek,Netherlands,96,Europe,586,"Saturday, April 14, 1934",,"Rotterdam, Netherlands"
swim1999,4 x 100 m freestyle relay,400,Female,7,04:33.30,273003,,,Willy den Ouden,Willy_den_Ouden,Netherlands,97,Europe,587,"Saturday, April 14, 1934",,"Rotterdam, Netherlands"
swim2000,4 x 100 m freestyle relay,400,Female,8,04:32.80,272008,,,Jopie Selbach ,Jopie_Selbach_,Netherlands,24,Europe,299,"Sunday, May 24, 1936",,"Rotterdam, Netherlands"
swim2001,4 x 100 m freestyle relay,400,Female,8,04:32.80,272008,,,Rie Mastenbroek,Rie_Mastenbroek,Netherlands,25,Europe,300,"Sunday, May 24, 1936",,"Rotterdam, Netherlands"
swim2002,4 x 100 m freestyle relay,400,Female,8,04:32.80,272008,,,Catherina Wagner ,Catherina_Wagner_,Netherlands,26,Europe,301,"Sunday, May 24, 1936",,"Rotterdam, Netherlands"
swim2003,4 x 100 m freestyle relay,400,Female,8,04:32.80,272008,,,Willy den Ouden,Willy_den_Ouden,Netherlands,27,Europe,302,"Sunday, May 24, 1936",,"Rotterdam, Netherlands"
swim2004,4 x 100 m freestyle relay,400,Female,9,04:29.70,269007,,,Elvi Svendsen ,Elvi_Svendsen_,Denmark,4,Europe,147,"Tuesday, February 8, 1938",,"Copenhagen, Denmark"
swim2005,4 x 100 m freestyle relay,400,Female,9,04:29.70,269007,,,Gunvor Kraft ,Gunvor_Kraft_,Denmark,5,Europe,148,"Tuesday, February 8, 1938",,"Copenhagen, Denmark"
swim2006,4 x 100 m freestyle relay,400,Female,9,04:29.70,269007,,,Birte Ove-Petersen ,Birte_Ove-Petersen_,Denmark,6,Europe,149,"Tuesday, February 8, 1938",,"Copenhagen, Denmark"
swim2007,4 x 100 m freestyle relay,400,Female,9,04:29.70,269007,,,Ragnhild Hveger,Ragnhild_Hveger,Denmark,7,Europe,150,"Tuesday, February 8, 1938",,"Copenhagen, Denmark"
swim2008,4 x 100 m freestyle relay,400,Female,10,04:27.60,267006,,,Eva Arndt ,Eva_Arndt_,Denmark,18,Europe,391,"Sunday, August 7, 1938",,"Copenhagen, Denmark"
swim2009,4 x 100 m freestyle relay,400,Female,10,04:27.60,267006,,,Gunvor Kraft ,Gunvor_Kraft_,Denmark,19,Europe,392,"Sunday, August 7, 1938",,"Copenhagen, Denmark"
swim2010,4 x 100 m freestyle relay,400,Female,10,04:27.60,267006,,,Birte Ove-Petersen ,Birte_Ove-Petersen_,Denmark,20,Europe,393,"Sunday, August 7, 1938",,"Copenhagen, Denmark"
swim2011,4 x 100 m freestyle relay,400,Female,10,04:27.60,267006,,,Ragnhild Hveger,Ragnhild_Hveger,Denmark,21,Europe,394,"Sunday, August 7, 1938",,"Copenhagen, Denmark"
swim2012,4 x 100 m freestyle relay,400,Female,11,04:27.20,267002,,,M·ria Littomericzky ,Maria_Littomericzky_,Hungary,29,Europe,426,"Sunday, April 27, 1952",,"Moscow, Soviet Union"
swim2013,4 x 100 m freestyle relay,400,Female,11,04:27.20,267002,,,…va Nov·k ,Eva_Novak_,Hungary,30,Europe,427,"Sunday, April 27, 1952",,"Moscow, Soviet Union"
swim2014,4 x 100 m freestyle relay,400,Female,11,04:27.20,267002,,,…va SzÈkely ,Eva_SzEkely_,Hungary,31,Europe,428,"Sunday, April 27, 1952",,"Moscow, Soviet Union"
swim2015,4 x 100 m freestyle relay,400,Female,11,04:27.20,267002,,,Katalin Sz?ke ,Katalin_Szoke_,Hungary,32,Europe,429,"Sunday, April 27, 1952",,"Moscow, Soviet Union"
swim2016,4 x 100 m freestyle relay,400,Female,12,04:24.40,264004,,,Ilona Nov·k,Ilona_Novak,Hungary,56,Europe,756,"Friday, August 1, 1952",,"Helsinki, Finland"
swim2017,4 x 100 m freestyle relay,400,Female,12,04:24.40,264004,,,Judit Temes,Judit_Temes,Hungary,57,Europe,757,"Friday, August 1, 1952",,"Helsinki, Finland"
swim2018,4 x 100 m freestyle relay,400,Female,12,04:24.40,264004,,,…va Nov·k ,Eva_Novak_,Hungary,58,Europe,758,"Friday, August 1, 1952",,"Helsinki, Finland"
swim2019,4 x 100 m freestyle relay,400,Female,12,04:24.40,264004,,,Katalin Sz?ke ,Katalin_Szoke_,Hungary,59,Europe,759,"Friday, August 1, 1952",,"Helsinki, Finland"
swim2020,4 x 100 m freestyle relay,400,Female,13,04:22.30,262003,,,Lorraine Crapp,Lorraine_Crapp,Australia,129,Oceania,130,"Saturday, October 20, 1956",,"Sydney, Australia"
swim2021,4 x 100 m freestyle relay,400,Female,13,04:22.30,262003,,,Dawn Fraser,Dawn_Fraser,Australia,130,Oceania,131,"Saturday, October 20, 1956",,"Sydney, Australia"
swim2022,4 x 100 m freestyle relay,400,Female,13,04:22.30,262003,,,Margaret Gibson ,Margaret_Gibson_,Australia,131,Oceania,132,"Saturday, October 20, 1956",,"Sydney, Australia"
swim2023,4 x 100 m freestyle relay,400,Female,13,04:22.30,262003,,,Barbara Jackson ,Barbara_Jackson_,Australia,132,Oceania,133,"Saturday, October 20, 1956",,"Sydney, Australia"
swim2024,4 x 100 m freestyle relay,400,Female,14,04:19.70,259007,,,Lorraine Crapp,Lorraine_Crapp,Australia,48,Oceania,49,"Thursday, October 25, 1956",,"Melbourne, Australia"
swim2025,4 x 100 m freestyle relay,400,Female,14,04:19.70,259007,,,Dawn Fraser,Dawn_Fraser,Australia,49,Oceania,50,"Thursday, October 25, 1956",,"Melbourne, Australia"
swim2026,4 x 100 m freestyle relay,400,Female,14,04:19.70,259007,,,Faith Leech ,Faith_Leech_,Australia,50,Oceania,51,"Thursday, October 25, 1956",,"Melbourne, Australia"
swim2027,4 x 100 m freestyle relay,400,Female,14,04:19.70,259007,,,Margaret Gibson ,Margaret_Gibson_,Australia,51,Oceania,52,"Thursday, October 25, 1956",,"Melbourne, Australia"
swim2028,4 x 100 m freestyle relay,400,Female,15,04:17.10,257001,,,Dawn Fraser,Dawn_Fraser,Australia,66,Oceania,67,"Thursday, December 6, 1956",,"Melbourne, Australia"
swim2029,4 x 100 m freestyle relay,400,Female,15,04:17.10,257001,,,Faith Leech ,Faith_Leech_,Australia,67,Oceania,68,"Thursday, December 6, 1956",,"Melbourne, Australia"
swim2030,4 x 100 m freestyle relay,400,Female,15,04:17.10,257001,,,Sandra Morgan ,Sandra_Morgan_,Australia,68,Oceania,69,"Thursday, December 6, 1956",,"Melbourne, Australia"
swim2031,4 x 100 m freestyle relay,400,Female,15,04:17.10,257001,,,Lorraine Crapp,Lorraine_Crapp,Australia,69,Oceania,70,"Thursday, December 6, 1956",,"Melbourne, Australia"
swim2032,4 x 100 m freestyle relay,400,Female,16,04:16.20,256002,,,Dawn Fraser,Dawn_Fraser,Australia,191,Oceania,192,"Saturday, August 6, 1960",,"Townsville, Australia"
swim2033,4 x 100 m freestyle relay,400,Female,16,04:16.20,256002,,,Alva Colquhoun ,Alva_Colquhoun_,Australia,192,Oceania,193,"Saturday, August 6, 1960",,"Townsville, Australia"
swim2034,4 x 100 m freestyle relay,400,Female,16,04:16.20,256002,,,Ilsa Konrads,Ilsa_Konrads,Australia,193,Oceania,194,"Saturday, August 6, 1960",,"Townsville, Australia"
swim2035,4 x 100 m freestyle relay,400,Female,16,04:16.20,256002,,,Lorraine Crapp,Lorraine_Crapp,Australia,194,Oceania,195,"Saturday, August 6, 1960",,"Townsville, Australia"
swim2036,4 x 100 m freestyle relay,400,Female,17,04:08.90,248009,,,Joan Spillane ,Joan_Spillane_,United States,525,America,551,"Saturday, September 3, 1960",,"Rome, Italy"
swim2037,4 x 100 m freestyle relay,400,Female,17,04:08.90,248009,,,Shirley Stobs ,Shirley_Stobs_,United States,526,America,552,"Saturday, September 3, 1960",,"Rome, Italy"
swim2038,4 x 100 m freestyle relay,400,Female,17,04:08.90,248009,,,Carolyn Wood ,Carolyn_Wood_,United States,527,America,553,"Saturday, September 3, 1960",,"Rome, Italy"
swim2039,4 x 100 m freestyle relay,400,Female,17,04:08.90,248009,,,Chris von Saltza,Chris_von_Saltza,United States,528,America,554,"Saturday, September 3, 1960",,"Rome, Italy"
swim2040,4 x 100 m freestyle relay,400,Female,18,04:08.50,248005,,,Terri Stickles ,Terri_Stickles_,United States,965,America,999,"Friday, July 31, 1964",,"Los Altos, United States"
swim2041,4 x 100 m freestyle relay,400,Female,18,04:08.50,248005,,,Donna de Varona,Donna_de_Varona,United States,966,America,1000,"Friday, July 31, 1964",,"Los Altos, United States"
swim2042,4 x 100 m freestyle relay,400,Female,18,04:08.50,248005,,,Pokey Watson ,Pokey_Watson_,United States,967,America,1001,"Friday, July 31, 1964",,"Los Altos, United States"
swim2043,4 x 100 m freestyle relay,400,Female,18,04:08.50,248005,,,Judy Haroun ,Judy_Haroun_,United States,968,America,1002,"Friday, July 31, 1964",,"Los Altos, United States"
swim2044,4 x 100 m freestyle relay,400,Female,19,04:07.60,247006,,,Lynne Allsup ,Lynne_Allsup_,United States,795,America,826,"Monday, September 28, 1964",,"Los Angeles, United States"
swim2045,4 x 100 m freestyle relay,400,Female,19,04:07.60,247006,,,Terri Stickles ,Terri_Stickles_,United States,796,America,827,"Monday, September 28, 1964",,"Los Angeles, United States"
swim2046,4 x 100 m freestyle relay,400,Female,19,04:07.60,247006,,,Kathy Seidel ,Kathy_Seidel_,United States,797,America,828,"Monday, September 28, 1964",,"Los Angeles, United States"
swim2047,4 x 100 m freestyle relay,400,Female,19,04:07.60,247006,,,Eleanor Bricker ,Eleanor_Bricker_,United States,798,America,829,"Monday, September 28, 1964",,"Los Angeles, United States"
swim2048,4 x 100 m freestyle relay,400,Female,20,04:03.80,243008,,,Sharon Stouder,Sharon_Stouder,United States,187,America,196,"Thursday, October 15, 1964",,"Tokyo, Japan"
swim2049,4 x 100 m freestyle relay,400,Female,20,04:03.80,243008,,,Donna de Varona,Donna_de_Varona,United States,188,America,197,"Thursday, October 15, 1964",,"Tokyo, Japan"
swim2050,4 x 100 m freestyle relay,400,Female,20,04:03.80,243008,,,Pokey Watson ,Pokey_Watson_,United States,189,America,198,"Thursday, October 15, 1964",,"Tokyo, Japan"
swim2051,4 x 100 m freestyle relay,400,Female,20,04:03.80,243008,,,Kathy Ellis,Kathy_Ellis,United States,190,America,199,"Thursday, October 15, 1964",,"Tokyo, Japan"
swim2052,4 x 100 m freestyle relay,400,Female,21,04:03.50,243005,,,Linda Gustavson,Linda_Gustavson,United States,721,America,751,"Saturday, August 19, 1967",,"Philadelphia, United States"
swim2053,4 x 100 m freestyle relay,400,Female,21,04:03.50,243005,,,Nancy Ryan ,Nancy_Ryan_,United States,722,America,752,"Saturday, August 19, 1967",,"Philadelphia, United States"
swim2054,4 x 100 m freestyle relay,400,Female,21,04:03.50,243005,,,Laura Fritz ,Laura_Fritz_,United States,723,America,753,"Saturday, August 19, 1967",,"Philadelphia, United States"
swim2055,4 x 100 m freestyle relay,400,Female,21,04:03.50,243005,,,Pokey Watson ,Pokey_Watson_,United States,724,America,754,"Saturday, August 19, 1967",,"Philadelphia, United States"
swim2056,4 x 100 m freestyle relay,400,Female,22,04:01.10,241001,,,Linda Gustavson,Linda_Gustavson,United States,581,America,608,"Saturday, July 6, 1968",,"Santa Clara, United States"
swim2057,4 x 100 m freestyle relay,400,Female,22,04:01.10,241001,,,Pokey Watson ,Pokey_Watson_,United States,582,America,609,"Saturday, July 6, 1968",,"Santa Clara, United States"
swim2058,4 x 100 m freestyle relay,400,Female,22,04:01.10,241001,,,Pam Carpinelli ,Pam_Carpinelli_,United States,583,America,610,"Saturday, July 6, 1968",,"Santa Clara, United States"
swim2059,4 x 100 m freestyle relay,400,Female,22,04:01.10,241001,,,Jan Henne ,Jan_Henne_,United States,584,America,611,"Saturday, July 6, 1968",,"Santa Clara, United States"
swim2060,4 x 100 m freestyle relay,400,Female,23,04:00.80,240008,,,Gabriele Wetzko,Gabriele_Wetzko,East Germany,198,Europe,678,"Friday, September 11, 1970",,"Barcelona, Spain"
swim2061,4 x 100 m freestyle relay,400,Female,23,04:00.80,240008,,,Iris Komar,Iris_Komar,East Germany,199,Europe,679,"Friday, September 11, 1970",,"Barcelona, Spain"
swim2062,4 x 100 m freestyle relay,400,Female,23,04:00.80,240008,,,Elke Sehmisch,Elke_Sehmisch,East Germany,200,Europe,680,"Friday, September 11, 1970",,"Barcelona, Spain"
swim2063,4 x 100 m freestyle relay,400,Female,23,04:00.80,240008,,,Sabine Schulze,Sabine_Schulze,East Germany,201,Europe,681,"Friday, September 11, 1970",,"Barcelona, Spain"
swim2064,4 x 100 m freestyle relay,400,Female,24,04:00.70,240007,,,Shirley Babashoff,Shirley_Babashoff,United States,166,America,175,"Thursday, September 9, 1971",,"Minsk, Soviet Union"
swim2065,4 x 100 m freestyle relay,400,Female,24,04:00.70,240007,,,Kim Peyton ,Kim_Peyton_,United States,167,America,176,"Thursday, September 9, 1971",,"Minsk, Soviet Union"
swim2066,4 x 100 m freestyle relay,400,Female,24,04:00.70,240007,,,Linda Johnson ,Linda_Johnson_,United States,168,America,177,"Thursday, September 9, 1971",,"Minsk, Soviet Union"
swim2067,4 x 100 m freestyle relay,400,Female,24,04:00.70,240007,,,Deena Deardurff ,Deena_Deardurff_,United States,169,America,178,"Thursday, September 9, 1971",,"Minsk, Soviet Union"
swim2068,4 x 100 m freestyle relay,400,Female,25,03:58.10,238011,,,Kim Peyton ,Kim_Peyton_,United States,1035,America,1070,"Friday, August 18, 1972",,"Knoxville, United States"
swim2069,4 x 100 m freestyle relay,400,Female,25,03:58.11,238011,,,Sandy Neilson ,Sandy_Neilson_,United States,1036,America,1071,"Friday, August 18, 1972",,"Knoxville, United States"
swim2070,4 x 100 m freestyle relay,400,Female,25,03:58.11,238011,,,Jane Barkman ,Jane_Barkman_,United States,1037,America,1072,"Friday, August 18, 1972",,"Knoxville, United States"
swim2071,4 x 100 m freestyle relay,400,Female,25,03:58.11,238011,,,Shirley Babashoff,Shirley_Babashoff,United States,1038,America,1073,"Friday, August 18, 1972",,"Knoxville, United States"
swim2072,4 x 100 m freestyle relay,400,Female,26,03:58.11,238011,,,Sylvia Eichner ,Sylvia_Eichner_,East Germany,16,Europe,58,"Wednesday, August 30, 1972",,"Munich, West Germany"
swim2073,4 x 100 m freestyle relay,400,Female,26,03:58.11,238011,,,Elke Sehmisch,Elke_Sehmisch,East Germany,17,Europe,59,"Wednesday, August 30, 1972",,"Munich, West Germany"
swim2074,4 x 100 m freestyle relay,400,Female,26,03:58.11,238011,,,Andrea Eife ,Andrea_Eife_,East Germany,18,Europe,60,"Wednesday, August 30, 1972",,"Munich, West Germany"
swim2075,4 x 100 m freestyle relay,400,Female,26,03:58.11,238011,,,Kornelia Ender,Kornelia_Ender,East Germany,19,Europe,61,"Wednesday, August 30, 1972",,"Munich, West Germany"
swim2076,4 x 100 m freestyle relay,400,Female,27,03:55.19,235019,,,Sandy Neilson ,Sandy_Neilson_,United States,47,America,53,"Wednesday, August 30, 1972",,"Munich, West Germany"
swim2077,4 x 100 m freestyle relay,400,Female,27,03:55.19,235019,,,Jenny Kemp ,Jenny_Kemp_,United States,48,America,54,"Wednesday, August 30, 1972",,"Munich, West Germany"
swim2078,4 x 100 m freestyle relay,400,Female,27,03:55.19,235019,,,Jane Barkman ,Jane_Barkman_,United States,49,America,55,"Wednesday, August 30, 1972",,"Munich, West Germany"
swim2079,4 x 100 m freestyle relay,400,Female,27,03:55.19,235019,,,Shirley Babashoff,Shirley_Babashoff,United States,50,America,56,"Wednesday, August 30, 1972",,"Munich, West Germany"
swim2080,4 x 100 m freestyle relay,400,Female,28,03:52.45,232045,,,Andrea Eife ,Andrea_Eife_,East Germany,136,Europe,444,"Saturday, September 8, 1973",,"Belgrade, Yugoslavia"
swim2081,4 x 100 m freestyle relay,400,Female,28,03:52.45,232045,,,Andrea Hubner,Andrea_Hubner,East Germany,137,Europe,445,"Saturday, September 8, 1973",,"Belgrade, Yugoslavia"
swim2082,4 x 100 m freestyle relay,400,Female,28,03:52.45,232045,,,Sylvia Eichner ,Sylvia_Eichner_,East Germany,138,Europe,446,"Saturday, September 8, 1973",,"Belgrade, Yugoslavia"
swim2083,4 x 100 m freestyle relay,400,Female,28,03:52.45,232045,,,Kornelia Ender,Kornelia_Ender,East Germany,139,Europe,447,"Saturday, September 8, 1973",,"Belgrade, Yugoslavia"
swim2084,4 x 100 m freestyle relay,400,Female,29,03:51.99,231099,,,Ann Marshall ,Ann_Marshall_,United States,669,America,698,"Saturday, August 31, 1974",,"Concord, United States"
swim2085,4 x 100 m freestyle relay,400,Female,29,03:51.99,231099,,,Kim Peyton ,Kim_Peyton_,United States,670,America,699,"Saturday, August 31, 1974",,"Concord, United States"
swim2086,4 x 100 m freestyle relay,400,Female,29,03:51.99,231099,,,Kathy Heddy ,Kathy_Heddy_,United States,671,America,700,"Saturday, August 31, 1974",,"Concord, United States"
swim2087,4 x 100 m freestyle relay,400,Female,29,03:51.99,231099,,,Shirley Babashoff,Shirley_Babashoff,United States,672,America,701,"Saturday, August 31, 1974",,"Concord, United States"
swim2088,4 x 100 m freestyle relay,400,Female,30,03:49.37,229037,56.22,,Kornelia Ender,Kornelia_Ender,East Germany,160,Europe,524,"Saturday, July 26, 1975",,"Cali, Colombia"
swim2089,4 x 100 m freestyle relay,400,Female,30,03:49.37,229037,57.41,,Barbara Krause,Barbara_Krause,East Germany,161,Europe,525,"Saturday, July 26, 1975",,"Cali, Colombia"
swim2090,4 x 100 m freestyle relay,400,Female,30,03:49.37,229037,57.97,,Claudia Hempel,Claudia_Hempel,East Germany,162,Europe,526,"Saturday, July 26, 1975",,"Cali, Colombia"
swim2091,4 x 100 m freestyle relay,400,Female,30,03:49.37,229037,57.77,,Ute Bruckner,Ute_Bruckner,East Germany,163,Europe,527,"Saturday, July 26, 1975",,"Cali, Colombia"
swim2092,4 x 100 m freestyle relay,400,Female,31,03:48.80,228008,,,Rosemarie Kother,Rosemarie_Kother,East Germany,8,Europe,27,"Wednesday, June 2, 1976",,"East Berlin, East Germany"
swim2093,4 x 100 m freestyle relay,400,Female,31,03:48.80,228008,,,Andrea Pollack,Andrea_Pollack,East Germany,9,Europe,28,"Wednesday, June 2, 1976",,"East Berlin, East Germany"
swim2094,4 x 100 m freestyle relay,400,Female,31,03:48.80,228008,,,Monika Seltmann ,Monika_Seltmann_,East Germany,10,Europe,29,"Wednesday, June 2, 1976",,"East Berlin, East Germany"
swim2095,4 x 100 m freestyle relay,400,Female,31,03:48.80,228008,,,Barbara Krause,Barbara_Krause,East Germany,11,Europe,30,"Wednesday, June 2, 1976",,"East Berlin, East Germany"
swim2096,4 x 100 m freestyle relay,400,Female,32,03:44.82,224082,56.95,,Kim Peyton ,Kim_Peyton_,United States,385,America,407,"Sunday, July 25, 1976",,"Montreal, Canada"
swim2097,4 x 100 m freestyle relay,400,Female,32,03:44.82,224082,55.71,,Wendy Boglioli,Wendy_Boglioli,United States,386,America,408,"Sunday, July 25, 1976",,"Montreal, Canada"
swim2098,4 x 100 m freestyle relay,400,Female,32,03:44.82,224082,55.78,,Jill Sterkel,Jill_Sterkel,United States,387,America,409,"Sunday, July 25, 1976",,"Montreal, Canada"
swim2099,4 x 100 m freestyle relay,400,Female,32,03:44.82,224082,56.28,,Shirley Babashoff,Shirley_Babashoff,United States,388,America,410,"Sunday, July 25, 1976",,"Montreal, Canada"
swim2100,4 x 100 m freestyle relay,400,Female,33,03:43.43,223043,56.57,,Tracy Caulkins,Tracy_Caulkins,United States,684,America,713,"Saturday, August 26, 1978",,West Berlin
swim2101,4 x 100 m freestyle relay,400,Female,33,03:43.43,223043,55.92,,Stephanie Elkins,Stephanie_Elkins,United States,685,America,714,"Saturday, August 26, 1978",,West Berlin
swim2102,4 x 100 m freestyle relay,400,Female,33,03:43.43,223043,55.7,,Jill Sterkel,Jill_Sterkel,United States,686,America,715,"Saturday, August 26, 1978",,West Berlin
swim2103,4 x 100 m freestyle relay,400,Female,33,03:43.43,223043,55.24,,Cynthia Woodhead,Cynthia_Woodhead,United States,687,America,716,"Saturday, August 26, 1978",,West Berlin
swim2104,4 x 100 m freestyle relay,400,Female,34,03:42.71,222071,54.9,,Barbara Krause,Barbara_Krause,East Germany,102,Europe,333,"Sunday, July 27, 1980",,"Moscow, Soviet Union"
swim2105,4 x 100 m freestyle relay,400,Female,34,03:42.71,222071,55.61,,Caren Metschuck,Caren_Metschuck,East Germany,103,Europe,334,"Sunday, July 27, 1980",,"Moscow, Soviet Union"
swim2106,4 x 100 m freestyle relay,400,Female,34,03:42.71,222071,55.9,,Ines Diers,Ines_Diers,East Germany,104,Europe,335,"Sunday, July 27, 1980",,"Moscow, Soviet Union"
swim2107,4 x 100 m freestyle relay,400,Female,34,03:42.71,222071,56.3,,Sarina H¸lsenbeck,Sarina_Hulsenbeck,East Germany,105,Europe,336,"Sunday, July 27, 1980",,"Moscow, Soviet Union"
swim2108,4 x 100 m freestyle relay,400,Female,35,03:42.41,222041,,,Birgit Meineke ,Birgit_Meineke_,East Germany,48,Europe,168,"Tuesday, August 21, 1984",,"Moscow, Soviet Union"
swim2109,4 x 100 m freestyle relay,400,Female,35,03:42.41,222041,,,Kristin Otto,Kristin_Otto,East Germany,49,Europe,169,"Tuesday, August 21, 1984",,"Moscow, Soviet Union"
swim2110,4 x 100 m freestyle relay,400,Female,35,03:42.41,222041,,,Karen Kˆnig ,Karen_Konig_,East Germany,50,Europe,170,"Tuesday, August 21, 1984",,"Moscow, Soviet Union"
swim2111,4 x 100 m freestyle relay,400,Female,35,03:42.41,222041,,,Heike Friedrich,Heike_Friedrich,East Germany,51,Europe,171,"Tuesday, August 21, 1984",,"Moscow, Soviet Union"
swim2112,4 x 100 m freestyle relay,400,Female,36,03:40.57,220057,54.73,,Kristin Otto,Kristin_Otto,East Germany,54,Europe,177,"Tuesday, August 19, 1986",,"Madrid, Spain"
swim2113,4 x 100 m freestyle relay,400,Female,36,03:40.57,220057,54.96,,Manuela Stellmach,Manuela_Stellmach,East Germany,55,Europe,178,"Tuesday, August 19, 1986",,"Madrid, Spain"
swim2114,4 x 100 m freestyle relay,400,Female,36,03:40.57,220057,55.52,,Sabina Schulze,Sabina_Schulze,East Germany,56,Europe,179,"Tuesday, August 19, 1986",,"Madrid, Spain"
swim2115,4 x 100 m freestyle relay,400,Female,36,03:40.57,220057,55.36,,Heike Friedrich,Heike_Friedrich,East Germany,57,Europe,180,"Tuesday, August 19, 1986",,"Madrid, Spain"
swim2116,4 x 100 m freestyle relay,400,Female,37,03:39.46,219046,55.33,,Nicole Haislett,Nicole_Haislett,United States,117,America,123,"Tuesday, July 28, 1992",,"Barcelona, Spain"
swim2117,4 x 100 m freestyle relay,400,Female,37,03:39.46,219046,55.33,,Dara Torres,Dara_Torres,United States,118,America,124,"Tuesday, July 28, 1992",,"Barcelona, Spain"
swim2118,4 x 100 m freestyle relay,400,Female,37,03:39.46,219046,54.79,,Angel Martino,Angel_Martino,United States,119,America,125,"Tuesday, July 28, 1992",,"Barcelona, Spain"
swim2119,4 x 100 m freestyle relay,400,Female,37,03:39.46,219046,54.01,,Jenny Thompson,Jenny_Thompson,United States,120,America,126,"Tuesday, July 28, 1992",,"Barcelona, Spain"
swim2120,4 x 100 m freestyle relay,400,Female,38,03:37.91,217091,54.31,,Le Jingyi,Le_Jingyi,China,1,Asia,1,"Wednesday, September 7, 1994",,"Rome, Italy"
swim2121,4 x 100 m freestyle relay,400,Female,38,03:37.91,217091,54.38,,Shan Ying,Shan_Ying,China,2,Asia,2,"Wednesday, September 7, 1994",,"Rome, Italy"
swim2122,4 x 100 m freestyle relay,400,Female,38,03:37.91,217091,55.09,,Le Ying,Le_Ying,China,3,Asia,3,"Wednesday, September 7, 1994",,"Rome, Italy"
swim2123,4 x 100 m freestyle relay,400,Female,38,03:37.91,217091,54.13,,L¸ Bin,Lu_Bin,China,4,Asia,4,"Wednesday, September 7, 1994",,"Rome, Italy"
swim2124,4 x 100 m freestyle relay,400,Female,39,03:36.61,216061,55.08,,Amy Van Dyken,Amy_Van_Dyken,United States,541,America,567,"Saturday, September 16, 2000",,"Sydney, Australia"
swim2125,4 x 100 m freestyle relay,400,Female,39,03:36.61,216061,53.51,,Dara Torres,Dara_Torres,United States,542,America,568,"Saturday, September 16, 2000",,"Sydney, Australia"
swim2126,4 x 100 m freestyle relay,400,Female,39,03:36.61,216061,54.4,,Courtney Shealy,Courtney_Shealy,United States,543,America,569,"Saturday, September 16, 2000",,"Sydney, Australia"
swim2127,4 x 100 m freestyle relay,400,Female,39,03:36.61,216061,53.62,,Jenny Thompson,Jenny_Thompson,United States,544,America,570,"Saturday, September 16, 2000",,"Sydney, Australia"
swim2128,4 x 100 m freestyle relay,400,Female,40,03:36.00,216000,54.82,,Katrin Meissner,Katrin_Meissner,Germany,56,Europe,614,"Monday, July 29, 2002",,"Berlin, Germany"
swim2129,4 x 100 m freestyle relay,400,Female,40,03:36.00,216000,53.95,,Petra Dallmann,Petra_Dallmann,Germany,57,Europe,615,"Monday, July 29, 2002",,"Berlin, Germany"
swim2130,4 x 100 m freestyle relay,400,Female,40,03:36.00,216000,53.59,,Sandra Vˆlker,Sandra_Volker,Germany,58,Europe,616,"Monday, July 29, 2002",,"Berlin, Germany"
swim2131,4 x 100 m freestyle relay,400,Female,40,03:36.00,216000,53.64,,Franziska van Almsick,Franziska_van_Almsick,Germany,59,Europe,617,"Monday, July 29, 2002",,"Berlin, Germany"
swim2132,4 x 100 m freestyle relay,400,Female,41,03:35.94,215094,54.75,,Alice Mills,Alice_Mills,Australia,210,Oceania,211,"Saturday, August 14, 2004",,"Athens, Greece"
swim2133,4 x 100 m freestyle relay,400,Female,41,03:35.94,215094,53.57,,Libby Lenton,Libby_Lenton,Australia,211,Oceania,212,"Saturday, August 14, 2004",,"Athens, Greece"
swim2134,4 x 100 m freestyle relay,400,Female,41,03:35.94,215094,54.67,,Petria Thomas,Petria_Thomas,Australia,212,Oceania,213,"Saturday, August 14, 2004",,"Athens, Greece"
swim2135,4 x 100 m freestyle relay,400,Female,41,03:35.94,215094,52.95,,Jodie Henry,Jodie_Henry,Australia,213,Oceania,214,"Saturday, August 14, 2004",,"Athens, Greece"
swim2136,4 x 100 m freestyle relay,400,Female,42,03:35.22,215022,54.53,,Petra Dallmann,Petra_Dallmann,Germany,51,Europe,607,"Monday, July 31, 2006",,"Budapest, Hungary"
swim2137,4 x 100 m freestyle relay,400,Female,42,03:35.22,215022,53.87,,Daniela Gˆtz,Daniela_Gotz,Germany,52,Europe,608,"Monday, July 31, 2006",,"Budapest, Hungary"
swim2138,4 x 100 m freestyle relay,400,Female,42,03:35.22,215022,52.66,,Britta Steffen,Britta_Steffen,Germany,53,Europe,609,"Monday, July 31, 2006",,"Budapest, Hungary"
swim2139,4 x 100 m freestyle relay,400,Female,42,03:35.22,215022,54.16,,Annika Liebs,Annika_Liebs,Germany,54,Europe,610,"Monday, July 31, 2006",,"Budapest, Hungary"
swim2140,4 x 100 m freestyle relay,400,Female,43,03:33.62,213062,53.77,,Inge Dekker,Inge_Dekker,Netherlands,9,Europe,117,"Tuesday, March 18, 2008",,"Eindhoven, Netherlands"
